datetime,date,source,topic,headline,url,domain,country
2014-11-05T22:52:22.000Z,2014-11-05,oilprice.com,political_economy,Saudi Cut In Oil Price For US May Lead To Price War,https://oilprice.com/Energy/Crude-Oil/Saudi-Cut-In-Oil-Price-For-US-May-Lead-To-Price-War.html,Energy/Crude-Oil,
2014-11-04T23:56:31.000Z,2014-11-04,oilprice.com,natural_disaster,8 Countries With Nuclear Power Plants Most At Risk Of Tsunamis,https://oilprice.com/Alternative-Energy/Nuclear-Power/8-Countries-With-Nuclear-Power-Plants-Most-At-Risk-Of-Tsunamis.html,Alternative-Energy/Nuclear-Power,
2014-12-31T16:36:24.000Z,2014-12-31,oilprice.com,war,What If The World Cant Cut Its Carbon Emissions,https://oilprice.com/The-Environment/Global-Warming/What-If-The-World-Cant-Cut-Its-Carbon-Emissions.html,The-Environment/Global-Warming,
2014-12-29T22:36:25.000Z,2014-12-29,oilprice.com,war,Could Libyan Militants Spark An Oil Price Rebound,https://oilprice.com/Energy/Oil-Prices/Could-Libyan-Militants-Spark-An-Oil-Price-Rebound.html,Energy/Oil-Prices,
2014-12-28T00:00:00.000Z,2014-12-28,oilprice.com,political_economy,If Prices Keep Falling OPEC Must Act To Restore Fair Rate Of 70 80,https://oilprice.com/Energy/Oil-Prices/If-Prices-Keep-Falling-OPEC-Must-Act-To-Restore-Fair-Rate-Of-70-80.html,Energy/Oil-Prices,
2014-12-28T00:00:00.000Z,2014-12-28,oilprice.com,political_economy,BP To Bypass Sanctions Buy In On Siberian Oilfield,https://oilprice.com/Energy/Crude-Oil/BP-To-Bypass-Sanctions-Buy-In-On-Siberian-Oilfield.html,Energy/Crude-Oil,
2014-12-23T23:31:30.000Z,2014-12-23,oilprice.com,war,Low Oil Prices Pushing Venezuela Towards Default,https://oilprice.com/Energy/Oil-Prices/Low-Oil-Prices-Pushing-Venezuela-Towards-Default.html,Energy/Oil-Prices,
2014-12-22T21:49:27.000Z,2014-12-22,oilprice.com,war,OPEC Ministers Decry Price War Conspiracy Theories,https://oilprice.com/Energy/Oil-Prices/OPEC-Ministers-Decry-Price-War-Conspiracy-Theories.html,Energy/Oil-Prices,
2014-12-22T21:49:27.000Z,2014-12-22,oilprice.com,political_economy,OPEC Ministers Decry Price War Conspiracy Theories,https://oilprice.com/Energy/Oil-Prices/OPEC-Ministers-Decry-Price-War-Conspiracy-Theories.html,Energy/Oil-Prices,
2014-12-21T00:00:00.000Z,2014-12-21,oilprice.com,political_economy,OPEC Calls For Widespread production Cuts,https://oilprice.com/Energy/Crude-Oil/OPEC-Calls-For-Widespread-production-Cuts.html,Energy/Crude-Oil,
2014-12-17T19:40:19.000Z,2014-12-17,oilprice.com,war,Chinas Pivot Toward Europe May Cut USA Out Of Deal,https://oilprice.com/Geopolitics/International/Chinas-Pivot-Toward-Europe-May-Cut-USA-Out-Of-Deal.html,Geopolitics/International,
2014-12-16T20:49:19.000Z,2014-12-16,oilprice.com,political_economy,Sanctions Oil Prices Push Russia Into Currency Crisis,https://oilprice.com/Energy/Oil-Prices/Sanctions-Oil-Prices-Push-Russia-Into-Currency-Crisis.html,Energy/Oil-Prices,
2014-12-16T20:19:36.000Z,2014-12-16,oilprice.com,political_economy,Iran Optimistic About Nuclear Energy Deal And End To Sanctions,https://oilprice.com/Alternative-Energy/Nuclear-Power/Iran-Optimistic-About-Nuclear-Energy-Deal-And-End-To-Sanctions.html,Alternative-Energy/Nuclear-Power,
2014-12-16T20:11:14.000Z,2014-12-16,oilprice.com,war,Poor Countries Dont Care About Climate Change,https://oilprice.com/The-Environment/Global-Warming/Poor-Countries-Dont-Care-About-Climate-Change.html,The-Environment/Global-Warming,
2014-12-15T21:52:14.000Z,2014-12-15,oilprice.com,war,OPEC Denies Price War Shows Faith In Markets,https://oilprice.com/Energy/Oil-Prices/OPEC-Denies-Price-War-Shows-Faith-In-Markets.html,Energy/Oil-Prices,
2014-12-15T21:52:14.000Z,2014-12-15,oilprice.com,political_economy,OPEC Denies Price War Shows Faith In Markets,https://oilprice.com/Energy/Oil-Prices/OPEC-Denies-Price-War-Shows-Faith-In-Markets.html,Energy/Oil-Prices,
2017-02-24T16:48:36.000Z,2017-02-24,oilprice.com,war,Iran Leaders Says US Not Only Target Of Suspected Saudi Oil Price War,https://oilprice.com/Energy/Oil-Prices/Iran-Leaders-Says-US-Not-Only-Target-Of-Suspected-Saudi-Oil-Price-War.html,Energy/Oil-Prices,
2017-02-24T16:48:36.000Z,2017-02-24,oilprice.com,political_economy,Iran Leaders Says US Not Only Target Of Suspected Saudi Oil Price War,https://oilprice.com/Energy/Oil-Prices/Iran-Leaders-Says-US-Not-Only-Target-Of-Suspected-Saudi-Oil-Price-War.html,Energy/Oil-Prices,
2014-12-14T00:00:00.000Z,2014-12-14,oilprice.com,war,The Global Energy Security War,https://oilprice.com/Energy/Energy-General/The-Global-Energy-Security-War.html,Energy/Energy-General,
2014-12-11T22:34:27.000Z,2014-12-11,oilprice.com,war,Oil Wars Why OPEC Will Win,https://oilprice.com/Energy/Oil-Prices/Oil-Wars-Why-OPEC-Will-Win.html,Energy/Oil-Prices,
2014-12-11T22:34:27.000Z,2014-12-11,oilprice.com,political_economy,Oil Wars Why OPEC Will Win,https://oilprice.com/Energy/Oil-Prices/Oil-Wars-Why-OPEC-Will-Win.html,Energy/Oil-Prices,
2014-12-11T21:03:01.000Z,2014-12-11,oilprice.com,political_economy,Cracks Showing OPEC November Production Data,https://oilprice.com/Energy/Crude-Oil/Cracks-Showing-OPEC-November-Production-Data.html,Energy/Crude-Oil,
2014-12-10T21:02:08.000Z,2014-12-10,oilprice.com,war,The 17.6 Trillion Solution To Climate Change,https://oilprice.com/The-Environment/Global-Warming/The-17.6-Trillion-Solution-To-Climate-Change.html,The-Environment/Global-Warming,
2014-12-10T20:14:05.000Z,2014-12-10,oilprice.com,war,Jordanian King Warns Of Impending World War III,https://oilprice.com/Geopolitics/Middle-East/Jordanian-King-Warns-Of-Impending-World-War-III.html,Geopolitics/Middle-East,
2014-12-10T16:31:42.000Z,2014-12-10,oilprice.com,political_economy,Oil Price Tumbles After OPEC Releases 2015 Forecast,https://oilprice.com/Energy/Crude-Oil/Oil-Price-Tumbles-After-OPEC-Releases-2015-Forecast.html,Energy/Crude-Oil,
2014-12-09T23:11:28.000Z,2014-12-09,oilprice.com,political_economy,World Proved Oil Reserves Data A Work Of Fiction,https://oilprice.com/Energy/Crude-Oil/World-Proved-Oil-Reserves-Data-A-Work-Of-Fiction.html,Energy/Crude-Oil,
2014-12-09T22:58:14.000Z,2014-12-09,oilprice.com,political_economy,How The US Could Beat OPEC But Wont,https://oilprice.com/Energy/Oil-Prices/How-The-US-Could-Beat-OPEC-But-Wont.html,Energy/Oil-Prices,
2014-12-09T22:30:33.000Z,2014-12-09,oilprice.com,war,Micro Cap Neglect Could Be Investor Reward Casimirs Philip Juskowicz,https://oilprice.com/Finance/investing-and-trading-reports/Micro-Cap-Neglect-Could-Be-Investor-Reward-Casimirs-Philip-Juskowicz.html,Finance/investing-and-trading-reports,
2014-12-08T23:17:38.000Z,2014-12-08,oilprice.com,political_economy,The OPEC Conundrum Expect Production Cuts Before June 2015,https://oilprice.com/Energy/Crude-Oil/The-OPEC-Conundrum-Expect-Production-Cuts-Before-June-2015.html,Energy/Crude-Oil,
2014-12-07T00:00:00.000Z,2014-12-07,oilprice.com,political_economy,As U.S. Reserves Grow So Does Geopolitical Weight,https://oilprice.com/Energy/Energy-General/As-U.S.-Reserves-Grow-So-Does-Geopolitical-Weight.html,Energy/Energy-General,
2014-12-07T00:00:00.000Z,2014-12-07,oilprice.com,war,Latest IPCC Findings Undermine Climate Change Claims,https://oilprice.com/The-Environment/Global-Warming/Latest-IPCC-Findings-Undermine-Climate-Change-Claims.html,The-Environment/Global-Warming,
2014-12-05T16:59:20.000Z,2014-12-05,oilprice.com,political_economy,Alternatives Arent Ready Demand Management Is,https://oilprice.com/Energy/Energy-General/Alternatives-Arent-Ready-Demand-Management-Is.html,Energy/Energy-General,
2014-12-03T20:04:54.000Z,2014-12-03,oilprice.com,political_economy,OPEC Decision Hits Renewables,https://oilprice.com/Alternative-Energy/Renewable-Energy/OPEC-Decision-Hits-Renewables.html,Alternative-Energy/Renewable-Energy,
2014-12-02T21:16:17.000Z,2014-12-02,oilprice.com,political_economy,Will OPECs Decision Lead To The End Of The American Shale Dream,https://oilprice.com/Energy/Crude-Oil/Will-OPECs-Decision-Lead-To-The-End-Of-The-American-Shale-Dream.html,Energy/Crude-Oil,
2015-02-01T00:00:00.000Z,2015-02-01,oilprice.com,political_economy,EU Extends Sanctions As Rosneft Waits For A Bailout,https://oilprice.com/Energy/Crude-Oil/EU-Extends-Sanctions-As-Rosneft-Waits-For-A-Bailout.html,Energy/Crude-Oil,
2015-01-30T22:58:38.000Z,2015-01-30,oilprice.com,war,This Week In Energy The War For Market Share Is Only Just Beginning,https://oilprice.com/Energy/Energy-General/This-Week-In-Energy-The-War-For-Market-Share-Is-Only-Just-Beginning.html,Energy/Energy-General,
2015-01-29T23:07:22.000Z,2015-01-29,oilprice.com,political_economy,Russian Stimulus Plan Just Talk,https://oilprice.com/Energy/Energy-General/Russian-Stimulus-Plan-Just-Talk.html,Energy/Energy-General,
2015-01-27T22:57:54.000Z,2015-01-27,oilprice.com,political_economy,Increasing Demand For Refined Products Will Increase Oil Prices,https://oilprice.com/Energy/Oil-Prices/Increasing-Demand-For-Refined-Products-Will-Increase-Oil-Prices.html,Energy/Oil-Prices,
2015-01-27T22:42:43.000Z,2015-01-27,oilprice.com,political_economy,OPEC Chief Claims Oil Will Rebound Higher Than In 2008,https://oilprice.com/Energy/Oil-Prices/OPEC-Chief-Claims-Oil-Will-Rebound-Higher-Than-In-2008.html,Energy/Oil-Prices,
2015-01-27T22:32:14.000Z,2015-01-27,oilprice.com,political_economy,Iran Drops Dollar As Congress Threatens More Sanctions,https://oilprice.com/Alternative-Energy/Nuclear-Power/Iran-Drops-Dollar-As-Congress-Threatens-More-Sanctions.html,Alternative-Energy/Nuclear-Power,
2015-01-25T00:00:00.000Z,2015-01-25,oilprice.com,political_economy,Russian Sanctions Might Be Obamas Greatest Blunder,https://oilprice.com/Energy/Crude-Oil/Russian-Sanctions-Might-Be-Obamas-Greatest-Blunder.html,Energy/Crude-Oil,
2015-01-25T00:00:00.000Z,2015-01-25,oilprice.com,political_economy,Whats Next For OPEC,https://oilprice.com/Energy/Crude-Oil/Whats-Next-For-OPEC.html,Energy/Crude-Oil,
2015-01-23T22:40:46.000Z,2015-01-23,oilprice.com,war,A Trade Idea Based Solely On RiskReward,https://oilprice.com/Energy/Natural-Gas/A-Trade-Idea-Based-Solely-On-RiskReward.html,Energy/Natural-Gas,
2015-01-22T23:30:31.000Z,2015-01-22,oilprice.com,natural_disaster,Drought Forcing Brazil To Turn To Gas,https://oilprice.com/Energy/Natural-Gas/Drought-Forcing-Brazil-To-Turn-To-Gas.html,Energy/Natural-Gas,
2015-01-21T21:39:44.000Z,2015-01-21,oilprice.com,war,A Word Of Warning About EIA Forecasts,https://oilprice.com/Energy/Energy-General/A-Word-Of-Warning-About-EIA-Forecasts.html,Energy/Energy-General,
2015-01-21T16:02:49.000Z,2015-01-21,oilprice.com,political_economy,IMF Says Oil Drop Permanent OPEC Says Rebound Soon,https://oilprice.com/Energy/Oil-Prices/IMF-Says-Oil-Drop-Permanent-OPEC-Says-Rebound-Soon.html,Energy/Oil-Prices,
2015-01-17T00:00:00.000Z,2015-01-17,oilprice.com,political_economy,Low Oil Prices Force OPEC Members To Rethink 2015 Budgets,https://oilprice.com/Energy/Oil-Prices/Low-Oil-Prices-Force-OPEC-Members-To-Rethink-2015-Budgets.html,Energy/Oil-Prices,
2015-01-16T19:12:12.000Z,2015-01-16,oilprice.com,natural_disaster,Bottom Fishing In Oils Stormy Seas,https://oilprice.com/Energy/Crude-Oil/Bottom-Fishing-In-Oils-Stormy-Seas.html,Energy/Crude-Oil,
2015-01-13T22:39:03.000Z,2015-01-13,oilprice.com,political_economy,Oil Export Ban Slowly Eroding,https://oilprice.com/Energy/Crude-Oil/Oil-Export-Ban-Slowly-Eroding.html,Energy/Crude-Oil,
2015-01-13T22:18:59.000Z,2015-01-13,oilprice.com,political_economy,UAE Says Its Up To Shale Producers Not OPEC To Cut Production,https://oilprice.com/Energy/Oil-Prices/UAE-Says-Its-Up-To-Shale-Producers-Not-OPEC-To-Cut-Production.html,Energy/Oil-Prices,
2015-01-13T22:02:12.000Z,2015-01-13,oilprice.com,political_economy,Oil Price Collapse Down To Broader Demand Factors,https://oilprice.com/Energy/Oil-Prices/Oil-Price-Collapse-Down-To-Broader-Demand-Factors.html,Energy/Oil-Prices,
2017-02-24T14:14:49.000Z,2017-02-24,oilprice.com,war,Michael Klare Big Oil Going On The Offensive,https://oilprice.com/The-Environment/Global-Warming/Michael-Klare-Big-Oil-Going-On-The-Offensive.html,The-Environment/Global-Warming,
2015-01-07T23:11:52.000Z,2015-01-07,oilprice.com,political_economy,Mounting Debt For Oil Drillers,https://oilprice.com/Energy/Energy-General/Mounting-Debt-For-Oil-Drillers.html,Energy/Energy-General,
2015-03-03T23:08:06.000Z,2015-03-03,oilprice.com,political_economy,Impotent Western Sanctions Fail To Disrupt Russian Energy Exports,https://oilprice.com/Energy/Energy-General/Impotent-Western-Sanctions-Fail-To-Disrupt-Russian-Energy-Exports.html,Energy/Energy-General,
2015-03-03T22:42:15.000Z,2015-03-03,oilprice.com,war,This Is Why Warren Buffet Dumped His Exxon Holding,https://oilprice.com/Energy/Oil-Prices/This-Is-Why-Warren-Buffet-Dumped-His-Exxon-Holding.html,Energy/Oil-Prices,
2017-02-27T09:50:30.000Z,2017-02-27,oilprice.com,natural_disaster,Keeping It Simple Prosper From The Oil Price Storm,https://oilprice.com/Finance/investing-and-trading-reports/Keeping-It-Simple-Prosper-From-The-Oil-Price-Storm.html,Finance/investing-and-trading-reports,
2015-03-01T00:00:00.000Z,2015-03-01,oilprice.com,war,Can We Fix Climate Change With Technology,https://oilprice.com/The-Environment/Global-Warming/Can-We-Fix-Climate-Change-With-Technology.html,The-Environment/Global-Warming,
2015-02-26T22:15:37.000Z,2015-02-26,oilprice.com,political_economy,OPECs Strategy Is Working Claims Saudi Oil Minister,https://oilprice.com/Energy/Energy-General/OPECs-Strategy-Is-Working-Claims-Saudi-Oil-Minister.html,Energy/Energy-General,
2015-02-25T22:56:54.000Z,2015-02-25,oilprice.com,political_economy,OPEC Considers Emergency Meeting On Oil Prices,https://oilprice.com/Energy/Oil-Prices/OPEC-Considers-Emergency-Meeting-On-Oil-Prices.html,Energy/Oil-Prices,
2015-02-18T22:29:07.000Z,2015-02-18,oilprice.com,political_economy,OPEC Production Cut May Not Be Needed After All,https://oilprice.com/Energy/Crude-Oil/OPEC-Production-Cut-May-Not-Be-Needed-After-All.html,Energy/Crude-Oil,
2015-02-17T22:47:28.000Z,2015-02-17,oilprice.com,war,Low Oil Prices Could Start World War III Interview With Bob Moriarty,https://oilprice.com/Finance/investing-and-trading-reports/Low-Oil-Prices-Could-Start-World-War-III-Interview-With-Bob-Moriarty.html,Finance/investing-and-trading-reports,
2015-02-15T00:00:00.000Z,2015-02-15,oilprice.com,political_economy,As IMF Extends 17.5 Billion Credit To Kiev Gazprom Demands Debt Repayment,https://oilprice.com/Energy/Natural-Gas/As-IMF-Extends-17.5-Billion-Credit-To-Kiev-Gazprom-Demands-Debt-Repayment.html,Energy/Natural-Gas,
2015-02-12T22:08:35.000Z,2015-02-12,oilprice.com,political_economy,Russias Complicated Relationship With OPEC,https://oilprice.com/Energy/Crude-Oil/Russias-Complicated-Relationship-With-OPEC.html,Energy/Crude-Oil,
2015-02-12T21:31:21.000Z,2015-02-12,oilprice.com,war,Andrea Rossi Vindicated Cold Fusion Takes Another Step Towards Credibility,https://oilprice.com/Energy/Energy-General/Andrea-Rossi-Vindicated-Cold-Fusion-Takes-Another-Step-Towards-Credibility.html,Energy/Energy-General,
2015-02-12T20:14:00.000Z,2015-02-12,oilprice.com,political_economy,A Massive Natgas Production Cut You Didnt Hear About,https://oilprice.com/Finance/investing-and-trading-reports/A-Massive-Natgas-Production-Cut-You-Didnt-Hear-About.html,Finance/investing-and-trading-reports,
2015-02-11T20:14:24.000Z,2015-02-11,oilprice.com,political_economy,Rosneft Chief Slams OPEC,https://oilprice.com/Energy/Crude-Oil/Rosneft-Chief-Slams-OPEC.html,Energy/Crude-Oil,
2015-02-11T00:03:05.000Z,2015-02-11,oilprice.com,political_economy,Shale Rivals OPEC As Swing Producer,https://oilprice.com/Energy/Crude-Oil/Shale-Rivals-OPEC-As-Swing-Producer.html,Energy/Crude-Oil,
2015-02-09T22:38:20.000Z,2015-02-09,oilprice.com,political_economy,OPEC Production Figures Winners And Losers Aplentyq,https://oilprice.com/Energy/Crude-Oil/OPEC-Production-Figures-Winners-And-Losers-Aplentyq.html,Energy/Crude-Oil,
2015-02-04T21:59:57.000Z,2015-02-04,oilprice.com,war,China Ramps Up Emissions Efforts With New Carbon Market,https://oilprice.com/The-Environment/Global-Warming/China-Ramps-Up-Emissions-Efforts-With-New-Carbon-Market.html,The-Environment/Global-Warming,
2015-02-04T21:57:23.000Z,2015-02-04,oilprice.com,war,Gazprom Confident In European Future Despite New Cold War,https://oilprice.com/Energy/Natural-Gas/Gazprom-Confident-In-European-Future-Despite-New-Cold-War.html,Energy/Natural-Gas,
2015-02-03T23:27:49.000Z,2015-02-03,oilprice.com,political_economy,Obamas New Budget Does Stricken Oil And Gas Industries No Favors,https://oilprice.com/Energy/Energy-General/Obamas-New-Budget-Does-Stricken-Oil-And-Gas-Industries-No-Favors.html,Energy/Energy-General,
2015-03-31T21:37:56.000Z,2015-03-31,oilprice.com,political_economy,Gazprom Feeling The Heat From Sanctions And Low Energy Prices,https://oilprice.com/Energy/Natural-Gas/Gazprom-Feeling-The-Heat-From-Sanctions-And-Low-Energy-Prices.html,Energy/Natural-Gas,
2015-03-31T21:17:00.000Z,2015-03-31,oilprice.com,war,The Uncomfortable Truth Behind Flat Carbon Emissions,https://oilprice.com/The-Environment/Global-Warming/The-Uncomfortable-Truth-Behind-Flat-Carbon-Emissions.html,The-Environment/Global-Warming,
2015-03-31T16:38:28.000Z,2015-03-31,oilprice.com,natural_disaster,Earthquake Case Could Doom Fracking In Oklahoma,https://oilprice.com/Energy/Energy-General/Earthquake-Case-Could-Doom-Fracking-In-Oklahoma.html,Energy/Energy-General,
2015-03-31T15:24:53.000Z,2015-03-31,oilprice.com,political_economy,US Oil Demand Is Alive And Well,https://oilprice.com/Energy/Oil-Prices/US-Oil-Demand-Is-Alive-And-Well.html,Energy/Oil-Prices,
2015-03-30T23:39:56.000Z,2015-03-30,oilprice.com,war,Yemen Conflict Could Be A Catalyst For Something Much Bigger,https://oilprice.com/Geopolitics/Middle-East/Yemen-Conflict-Could-Be-A-Catalyst-For-Something-Much-Bigger.html,Geopolitics/Middle-East,
2015-03-27T17:05:16.000Z,2015-03-27,oilprice.com,political_economy,Can Argentina Capitalize On Its Vast Shale Reserves,https://oilprice.com/Energy/Energy-General/Can-Argentina-Capitalize-On-Its-Vast-Shale-Reserves.html,Energy/Energy-General,
2015-03-26T16:17:30.000Z,2015-03-26,oilprice.com,political_economy,Forget Rig Counts And OPEC Media Bias Is Driving Oil Down,https://oilprice.com/Energy/Oil-Prices/Forget-Rig-Counts-And-OPEC-Media-Bias-Is-Driving-Oil-Down.html,Energy/Oil-Prices,
2015-03-25T22:57:24.000Z,2015-03-25,oilprice.com,political_economy,Low Oil Prices Stimulate Chinese Growth Prevent Global Recession,https://oilprice.com/Energy/Oil-Prices/Low-Oil-Prices-Stimulate-Chinese-Growth-Prevent-Global-Recession.html,Energy/Oil-Prices,
2015-03-25T17:39:32.000Z,2015-03-25,oilprice.com,political_economy,Weak Chinese Demand Could Undermine Entire Coal Market,https://oilprice.com/Energy/Coal/Weak-Chinese-Demand-Could-Undermine-Entire-Coal-Market.html,Energy/Coal,
2015-03-18T22:24:12.000Z,2015-03-18,oilprice.com,political_economy,Lifting The U.S. Oil Export Ban Is No Solution To Low Oil Prices,https://oilprice.com/Energy/Oil-Prices/Lifting-The-U.S.-Oil-Export-Ban-Is-No-Solution-To-Low-Oil-Prices.html,Energy/Oil-Prices,
2015-03-18T19:44:37.000Z,2015-03-18,oilprice.com,political_economy,The Latest OPEC Monthly Production Figures,https://oilprice.com/Energy/Crude-Oil/The-Latest-OPEC-Monthly-Production-Figures.html,Energy/Crude-Oil,
2015-03-17T23:40:23.000Z,2015-03-17,oilprice.com,political_economy,Conspiracy Theorists Not OPEC To Blame For Oil Price Crash,https://oilprice.com/Energy/Oil-Prices/Conspiracy-Theorists-Not-OPEC-To-Blame-For-Oil-Price-Crash.html,Energy/Oil-Prices,
2015-03-17T22:34:17.000Z,2015-03-17,oilprice.com,political_economy,Middle East OPEC Oil Rig Count Jumps 14,https://oilprice.com/Energy/Crude-Oil/Middle-East-OPEC-Oil-Rig-Count-Jumps-14.html,Energy/Crude-Oil,
2015-03-15T00:00:00.000Z,2015-03-15,oilprice.com,war,Is China Exporting Its Pollution,https://oilprice.com/The-Environment/Global-Warming/Is-China-Exporting-Its-Pollution.html,The-Environment/Global-Warming,
2015-03-13T22:23:14.000Z,2015-03-13,oilprice.com,war,Investors Should Beware The Fracklog,https://oilprice.com/Energy/Oil-Prices/Investors-Should-Beware-The-Fracklog.html,Energy/Oil-Prices,
2015-03-10T22:11:12.000Z,2015-03-10,oilprice.com,natural_disaster,China Builds Nuclear Reactors in Earthquake Prone Pakistan,https://oilprice.com/Alternative-Energy/Nuclear-Power/China-Builds-Nuclear-Reactors-in-Earthquake-Prone-Pakistan.html,Alternative-Energy/Nuclear-Power,
2015-03-10T18:50:50.000Z,2015-03-10,oilprice.com,political_economy,OPEC Boasts About Pain In U.S. Shale,https://oilprice.com/Energy/Energy-General/OPEC-Boasts-About-Pain-In-U.S.-Shale.html,Energy/Energy-General,
2015-03-10T17:00:42.000Z,2015-03-10,oilprice.com,natural_disaster,Fracking Industry Conspiring To Cover Up Oklahoma Earthquake Evidence,https://oilprice.com/Energy/Energy-General/Fracking-Industry-Conspiring-To-Cover-Up-Oklahoma-Earthquake-Evidence.html,Energy/Energy-General,
2015-03-09T16:15:33.000Z,2015-03-09,oilprice.com,political_economy,How Debt Has Caught Up With U.S. Shale,https://oilprice.com/Energy/Oil-Prices/How-Debt-Has-Caught-Up-With-U.S.-Shale.html,Energy/Oil-Prices,
2015-03-06T15:54:48.000Z,2015-03-06,oilprice.com,war,ISIS Burn Iraqi Oil Fields To Hold Off Iraqi Offensive,https://oilprice.com/Geopolitics/Middle-East/ISIS-Burn-Iraqi-Oil-Fields-To-Hold-Off-Iraqi-Offensive.html,Geopolitics/Middle-East,
2015-03-05T23:20:36.000Z,2015-03-05,oilprice.com,political_economy,Congress Facing Huge Pressure To Lift Oil Export Ban,https://oilprice.com/Energy/Crude-Oil/Congress-Facing-Huge-Pressure-To-Lift-Oil-Export-Ban.html,Energy/Crude-Oil,
2015-03-04T23:23:49.000Z,2015-03-04,oilprice.com,natural_disaster,Gulf Projects Saved From Brunt Of Oil Price Storm,https://oilprice.com/Energy/Oil-Prices/Gulf-Projects-Saved-From-Brunt-Of-Oil-Price-Storm.html,Energy/Oil-Prices,
2015-03-04T23:10:24.000Z,2015-03-04,oilprice.com,war,Climate Security Pits US Military Against Congress,https://oilprice.com/The-Environment/Global-Warming/Climate-Security-Pits-US-Military-Against-Congress.html,The-Environment/Global-Warming,
2015-04-30T23:50:35.000Z,2015-04-30,oilprice.com,war,How Much Would Zero Emissions Cost,https://oilprice.com/The-Environment/Global-Warming/How-Much-Would-Zero-Emissions-Cost.html,The-Environment/Global-Warming,
2015-04-30T21:34:41.000Z,2015-04-30,oilprice.com,political_economy,A Point To Consider Before Lifting The US Oil Export Ban,https://oilprice.com/Energy/Crude-Oil/A-Point-To-Consider-Before-Lifting-The-US-Oil-Export-Ban.html,Energy/Crude-Oil,
2015-04-26T00:00:00.000Z,2015-04-26,oilprice.com,political_economy,How Much Does OPEC Really Earn,https://oilprice.com/Energy/Energy-General/How-Much-Does-OPEC-Really-Earn.html,Energy/Energy-General,
2015-04-23T18:26:49.000Z,2015-04-23,oilprice.com,political_economy,High Debt And Low Oil Prices Create Perfect Storm For Canadian Economy,https://oilprice.com/Energy/Oil-Prices/High-Debt-And-Low-Oil-Prices-Create-Perfect-Storm-For-Canadian-Economy.html,Energy/Oil-Prices,
2015-04-23T18:26:49.000Z,2015-04-23,oilprice.com,natural_disaster,High Debt And Low Oil Prices Create Perfect Storm For Canadian Economy,https://oilprice.com/Energy/Oil-Prices/High-Debt-And-Low-Oil-Prices-Create-Perfect-Storm-For-Canadian-Economy.html,Energy/Oil-Prices,
2015-04-21T20:48:57.000Z,2015-04-21,oilprice.com,war,Oil Price War May Benefit Both US Shale And Saudi Arabia,https://oilprice.com/Energy/Oil-Prices/Oil-Price-War-May-Benefit-Both-US-Shale-And-Saudi-Arabia.html,Energy/Oil-Prices,
2015-04-21T20:48:57.000Z,2015-04-21,oilprice.com,political_economy,Oil Price War May Benefit Both US Shale And Saudi Arabia,https://oilprice.com/Energy/Oil-Prices/Oil-Price-War-May-Benefit-Both-US-Shale-And-Saudi-Arabia.html,Energy/Oil-Prices,
2015-04-20T22:32:35.000Z,2015-04-20,oilprice.com,war,Who Is Saudi Arabia Really Targeting In Its Price War,https://oilprice.com/Energy/Crude-Oil/Who-Is-Saudi-Arabia-Really-Targeting-In-Its-Price-War.html,Energy/Crude-Oil,
2015-04-20T22:32:35.000Z,2015-04-20,oilprice.com,political_economy,Who Is Saudi Arabia Really Targeting In Its Price War,https://oilprice.com/Energy/Crude-Oil/Who-Is-Saudi-Arabia-Really-Targeting-In-Its-Price-War.html,Energy/Crude-Oil,
2015-04-20T19:05:53.000Z,2015-04-20,oilprice.com,war,Saudi Price War Strategy May Blow Up In Their Face,https://oilprice.com/Energy/Oil-Prices/Saudi-Price-War-Strategy-May-Blow-Up-In-Their-Face.html,Energy/Oil-Prices,
2015-04-20T19:05:53.000Z,2015-04-20,oilprice.com,political_economy,Saudi Price War Strategy May Blow Up In Their Face,https://oilprice.com/Energy/Oil-Prices/Saudi-Price-War-Strategy-May-Blow-Up-In-Their-Face.html,Energy/Oil-Prices,
2015-04-19T00:00:00.000Z,2015-04-19,oilprice.com,political_economy,OPEC Says US Oil Boom Will End This Year,https://oilprice.com/Energy/Oil-Prices/OPEC-Says-US-Oil-Boom-Will-End-This-Year.html,Energy/Oil-Prices,
2015-04-16T21:14:56.000Z,2015-04-16,oilprice.com,war,Libyan Civil War Could Drive Away Energy Investment,https://oilprice.com/Energy/Crude-Oil/Libyan-Civil-War-Could-Drive-Away-Energy-Investment.html,Energy/Crude-Oil,
2015-04-15T15:31:31.000Z,2015-04-15,oilprice.com,political_economy,OPEC Boosting Production To Keep Pressure On U.S. Shale,https://oilprice.com/Energy/Oil-Prices/OPEC-Boosting-Production-To-Keep-Pressure-On-U.S.-Shale.html,Energy/Oil-Prices,
2015-04-14T19:27:01.000Z,2015-04-14,oilprice.com,war,The Fatal Flaw In The Climate Change Debate,https://oilprice.com/The-Environment/Global-Warming/The-Fatal-Flaw-In-The-Climate-Change-Debate.html,The-Environment/Global-Warming,
2015-04-13T19:44:06.000Z,2015-04-13,oilprice.com,war,Price War OPEC Versus U.S Shale Likely To Continue Despite Iran Deal,https://oilprice.com/Energy/Oil-Prices/Price-War-OPEC-Versus-U.S-Shale-Likely-To-Continue-Despite-Iran-Deal.html,Energy/Oil-Prices,
